rank,name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,value,outcome
322,Robin Soderling,Sweden,SWE,Albert Montanes,Spain,ESP,30/08/2010,US Open,G,5,H,FAUX,65,R16,4-6 6-3 6-2 6-3,VRAI,15,
322,Roger Federer,Switzerland,SUI,Andreas Beck,Germany,GER,30/08/2010,US Open,G,5,H,FAUX,65,R64,6-3 6-4 6-3,VRAI,15,
322,Ryan Sweeting,United States,USA,Benjamin Becker,Germany,GER,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,5-7 6-2 6-2 6-4,FAUX,15,
322,Sam Querrey,United States,USA,Mardy Fish,United States,USA,07/06/2010,Queen's Club,B,3,G,FAUX,78,F,7-6(3) 7-5,VRAI,15,
322,Sam Querrey,United States,USA,Rainer Schuettler,Germany,GER,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,6-3 2-6 6-4 6-3,FAUX,15,
322,Sam Querrey,United States,USA,Jesse Levine,Canada,CAN,05/07/2010,Newport,B,3,G,FAUX,72,R32,6-3 6-3,VRAI,15,
322,Sergiy Stakhovsky,Ukraine,UKR,Simone Bolelli,Italy,ITA,15/02/2010,Marseille,B,3,H,VRAI,78,R32,6-3 3-6 6-4,VRAI,15,
322,Thiemo De Bakker,Netherlands,NED,Guillermo Garcia Lopez,Spain,ESP,24/05/2010,Roland Garros,G,5,C,FAUX,45,R64,6-3 3-6 7-6(5) 7-5,VRAI,15,
322,Thiemo De Bakker,Netherlands,NED,Mikhail Kukushkin,Kazakhstan,KAZ,22/08/2010,New Haven,B,3,H,FAUX,46,R32,6-1 6-7(6) 6-4,VRAI,15,
322,Thiemo De Bakker,Netherlands,NED,Andy Roddick,United States,USA,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,R32,6-3 6-4,FAUX,15,
322,Viktor Troicki,Serbia,SRB,Nicolas Lapentti,Ecuador,ECU,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,4-6 6-3 6-1 6-3,VRAI,15,
322,Viktor Troicki,Serbia,SRB,Dmitry Tursunov,Russian Federation,RUS,18/10/2010,Moscow,B,3,H,VRAI,79,R32,5-7 6-4 6-3,VRAI,15,
388,Albert Montanes,Spain,ESP,Brendan Evans,United States,USA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R64,3-6 6-3 6-7(5) 6-1 6-4,VRAI,14,
388,Alexandr Dolgopolov,Ukraine,UKR,James Ward,United Kingdom,GBR,13/06/2010,Eastbourne,B,3,G,FAUX,71,QF,6-3 6-4,VRAI,14,
388,Alexandr Dolgopolov,Ukraine,UKR,Yen Hsun Lu,Taiwan, Province of China,TPE,13/06/2010,Eastbourne,B,3,G,FAUX,71,R16,6-7(1) 6-1 6-2,VRAI,14,
388,Alexandr Dolgopolov,Ukraine,UKR,Arnaud Clement,France,FRA,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,3-6 7-6(5) 3-6 6-3 6-3,VRAI,14,
388,Andreas Seppi,Italy,ITA,Bernard Tomic,Australia,AUS,07/06/2010,Queen's Club,B,3,G,FAUX,78,R64,6-3 5-7 6-3,FAUX,14,
388,Andy Murray,United Kingdom,GBR,Tomas Berdych,Czech Republic,CZE,24/05/2010,Roland Garros,G,5,C,FAUX,45,R16,6-4 7-5 6-3,FAUX,14,
388,Andy Murray,United Kingdom,GBR,Florent Serra,France,FRA,18/01/2010,Australian Open,G,5,H,FAUX,52,R32,7-5 6-1 6-4,VRAI,14,
388,Andy Murray,United Kingdom,GBR,Jo Wilfried Tsonga,France,FRA,21/06/2010,Wimbledon,G,5,G,FAUX,88,QF,6-7(5) 7-6(5) 6-2 6-2,VRAI,14,
388,Benjamin Becker,Germany,GER,Nicolas Almagro,Spain,ESP,18/01/2010,Australian Open,G,5,H,FAUX,52,R64,6-4 6-2 3-6 4-6 6-3,FAUX,14,
388,Brendan Evans,United States,USA,Jesse Huta Galung,Netherlands,NED,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-3 7-6(12) 6-3,VRAI,14,
388,Carsten Ball,Australia,AUS,Philipp Petzschner,Germany,GER,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,3-6 6-7(4) 6-2 7-5 9-7,VRAI,14,
388,Denis Istomin,Uzbekistan,UZB,Josselin Ouanna,France,FRA,15/02/2010,Marseille,B,3,H,VRAI,78,R32,6-4 1-6 6-3,FAUX,14,
388,Denis Istomin,Uzbekistan,UZB,Lukas Lacko,Slovakia,SVK,22/08/2010,New Haven,B,3,H,FAUX,46,R16,6-2 2-6 6-3,VRAI,14,
388,Dmitry Tursunov,Russian Federation,RUS,Mikhail Youzhny,Russian Federation,RUS,25/10/2010,St. Petersburg,B,3,H,VRAI,67,SF,7-5 4-6 7-6(8),FAUX,14,
388,Dustin Brown,Germany,GER,Laurent Recouderc,France,FRA,01/02/2010,Johannesburg,B,3,H,FAUX,48,R16,6-4 6-4,VRAI,14,
388,Dustin Brown,Germany,GER,Gilles Simon,France,FRA,20/09/2010,Metz,B,3,H,VRAI,68,R32,6-3 6-4,FAUX,14,
388,Dustin Brown,Germany,GER,Frank Dancevic,Canada,CAN,07/06/2010,Queen's Club,B,3,G,FAUX,78,R64,7-5 6-7(4) 6-4,VRAI,14,
388,Dustin Brown,Germany,GER,Sam Querrey,United States,USA,05/07/2010,Newport,B,3,G,FAUX,72,R16,6-4 6-3,VRAI,14,
388,Dustin Brown,Germany,GER,Henri Kontinen,Finland,FIN,13/06/2010,s-Hertogenbosch,B,3,G,FAUX,66,R32,7-5 2-6 7-6(5),FAUX,14,
388,Eduardo Schwank,Argentina,ARG,Robby Ginepri,United States,USA,30/08/2010,US Open,G,5,H,FAUX,65,R128,6-4 7-6(3) 4-6 6-3,VRAI,14,
388,Ernests Gulbis,Latvia,LAT,Rafael Nadal,Spain,ESP,25/04/2010,Rome Masters,M,3,C,FAUX,42,SF,6-4 3-6 6-4,FAUX,14,
388,Feliciano Lopez,Spain,ESP,Stefan Koubek,Austria,AUT,22/02/2010,Dubai,A,3,H,FAUX,76,R32,7-6(4) 6-4,FAUX,14,
388,Fernando Verdasco,Spain,ESP,Yen Hsun Lu,Taiwan, Province of China,TPE,08/02/2010,San Jose,B,3,H,VRAI,81,R32,6-3 6-7(6) 6-3,VRAI,14,
388,Fernando Verdasco,Spain,ESP,David Nalbandian,Argentina,ARG,30/08/2010,US Open,G,5,H,FAUX,65,R32,6-2 3-6 6-3 6-2,VRAI,14,
388,Fernando Verdasco,Spain,ESP,Nikolay Davydenko,Russian Federation,RUS,18/01/2010,Australian Open,G,5,H,FAUX,52,R16,6-2 7-5 4-6 6-7(5) 6-3,FAUX,14,
388,Frank Dancevic,Canada,CAN,Marc Gicquel,France,FRA,05/07/2010,Newport,B,3,G,FAUX,72,R32,7-5 6-4,VRAI,14,
388,Gael Monfils,France,FRA,Julien Benneteau,France,FRA,15/02/2010,Marseille,B,3,H,VRAI,78,QF,6-3 7-5,FAUX,14,
388,Gael Monfils,France,FRA,Richard Gasquet,France,FRA,30/08/2010,US Open,G,5,H,FAUX,65,R16,6-4 7-5 7-5,VRAI,14,
388,Grega Zemlja,Slovenia,SLO,Juan Monaco,Argentina,ARG,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,7-6(6) 3-6 7-5 6-3,VRAI,14,
388,Ivan Dodig,Croatia,CRO,Sam Querrey,United States,USA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R64,6-2 5-7 6-3 7-6(10),FAUX,14,
388,Ivan Ljubicic,Croatia,CRO,Novak Djokovic,Serbia,SRB,22/02/2010,Dubai,A,3,H,FAUX,76,QF,2-6 6-4 6-0,FAUX,14,
388,Ivan Ljubicic,Croatia,CRO,Paul Henri Mathieu,France,FRA,25/04/2010,Rome Masters,M,3,C,FAUX,42,R64,7-5 6-7(1) 6-0,VRAI,14,
388,Ivan Ljubicic,Croatia,CRO,Jan Hernych,Czech Republic,CZE,22/02/2010,Dubai,A,3,H,FAUX,76,R32,6-2 6-7(3) 6-4,VRAI,14,
388,Ivo Karlovic,Croatia,CRO,Ernests Gulbis,Latvia,LAT,22/02/2010,Delray Beach,B,3,H,FAUX,55,F,6-2 6-3,FAUX,14,
388,Janko Tipsarevic,Serbia,SRB,Tommy Haas,Germany,GER,18/01/2010,Australian Open,G,5,H,FAUX,52,R64,4-6 6-4 6-3 1-6 6-3,FAUX,14,
388,John Isner,United States,USA,Albert Montanes,Spain,ESP,11/01/2010,Auckland,B,3,H,FAUX,50,SF,6-2 7-6(5),VRAI,14,
388,John Isner,United States,USA,Mardy Fish,United States,USA,19/07/2010,Atlanta,B,3,H,FAUX,47,F,4-6 6-4 7-6(4),FAUX,14,
388,John Isner,United States,USA,Andy Murray,United Kingdom,GBR,18/01/2010,Australian Open,G,5,H,FAUX,52,R16,7-6(4) 6-3 6-2,FAUX,14,
388,John Isner,United States,USA,Xavier Malisse,Belgium,BEL,05/04/2010,Houston,B,3,C,FAUX,26,R16,7-6(3) 6-7(7) 7-6(3),FAUX,14,
388,Jo Wilfried Tsonga,France,FRA,Jarkko Nieminen,Finland,FIN,04/10/2010,Tokyo,A,3,H,FAUX,84,R32,6-4 5-7 6-1,FAUX,14,
388,Jo Wilfried Tsonga,France,FRA,Andy Murray,United Kingdom,GBR,21/06/2010,Wimbledon,G,5,G,FAUX,88,QF,6-7(5) 7-6(5) 6-2 6-2,FAUX,14,
388,Jo Wilfried Tsonga,France,FRA,Julien Benneteau,France,FRA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R16,6-1 6-4 3-6 6-1,VRAI,14,
388,Jurgen Melzer,Austria,AUT,Rafael Nadal,Spain,ESP,10/10/2010,Shanghai Masters,M,3,H,FAUX,62,R16,6-1 3-6 6-3,VRAI,14,
388,Kevin Anderson,South Africa,RSA,Thomaz Bellucci,Brazil,BRA,30/08/2010,US Open,G,5,H,FAUX,65,R64,6-7(4) 6-4 5-7 6-4 7-6(2),VRAI,14,
388,Kevin Anderson,South Africa,RSA,John Isner,United States,USA,19/07/2010,Atlanta,B,3,H,FAUX,47,SF,6-3 6-7(7) 6-3,FAUX,14,
388,Kevin Anderson,South Africa,RSA,Sam Querrey,United States,USA,09/08/2010,Canada Masters,M,3,H,FAUX,68,R32,7-6(4) 4-6 6-4,VRAI,14,
388,Kevin Anderson,South Africa,RSA,Leonardo Mayer,Argentina,ARG,09/08/2010,Canada Masters,M,3,H,FAUX,68,R64,7-6(2) 6-4,VRAI,14,
388,Leonardo Mayer,Argentina,ARG,Guillaume Rufin,France,FRA,30/08/2010,US Open,G,5,H,FAUX,65,R128,2-6 7-6(4) 7-6(2) 6-1,FAUX,14,
388,Marc Gicquel,France,FRA,Simone Bolelli,Italy,ITA,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,7-6(2) 7-6(3) 6-3,VRAI,14,
388,Marcos Baghdatis,Cyprus,CYP,Gilles Simon,France,FRA,22/02/2010,Dubai,A,3,H,FAUX,76,R32,7-6(3) 6-4,VRAI,14,
388,Mardy Fish,United States,USA,Michael Russell,United States,USA,09/05/2010,Madrid Masters,M,3,C,FAUX,40,R64,6-2 7-6(1),VRAI,14,
388,Mardy Fish,United States,USA,Pablo Cuevas,Uruguay,URU,30/08/2010,US Open,G,5,H,FAUX,65,R64,7-5 6-0 6-2,VRAI,14,
388,Marin Cilic,Croatia,CRO,Andy Murray,United Kingdom,GBR,07/11/2010,Paris Masters,M,3,H,VRAI,93,R16,7-6(6) 3-6 6-3,FAUX,14,
388,Martin Fischer,Austria,AUT,Horacio Zeballos,Argentina,ARG,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,7-6(6) 6-7(8) 1-6 6-4 8-6,FAUX,14,
388,Michael Berrer,Germany,GER,Andreas Haider Maurer,Austria,AUT,25/10/2010,Vienna,B,3,H,VRAI,69,SF,7-6(6) 6-7(1) 6-3,FAUX,14,
388,Michael Llodra,France,FRA,Stephane Robert,France,FRA,13/06/2010,Eastbourne,B,3,G,FAUX,71,R16,6-1 6-7(2) 6-4,VRAI,14,
388,Michael Llodra,France,FRA,John Isner,United States,USA,07/11/2010,Paris Masters,M,3,H,VRAI,93,R32,6-3 6-4,VRAI,14,
388,Michael Llodra,France,FRA,Julien Benneteau,France,FRA,15/02/2010,Marseille,B,3,H,VRAI,78,F,6-3 6-4,VRAI,14,
388,Michael Llodra,France,FRA,Andreas Beck,Germany,GER,25/04/2010,Rome Masters,M,3,C,FAUX,42,R64,6-2 3-6 6-4,VRAI,14,
388,Michal Przysiezny,Poland,POL,Gilles Muller,Luxembourg,LUX,07/06/2010,Queen's Club,B,3,G,FAUX,78,R64,7-6(3) 6-3,FAUX,14,
388,Michal Przysiezny,Poland,POL,Ivan Ljubicic,Croatia,CRO,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,7-5 7-6(5) 6-3,VRAI,14,
388,Milos Raonic,Canada,CAN,Rafael Nadal,Spain,ESP,04/10/2010,Tokyo,A,3,H,FAUX,84,R16,6-4 6-4,FAUX,14,
388,Milos Raonic,Canada,CAN,Carsten Ball,Australia,AUS,30/08/2010,US Open,G,5,H,FAUX,65,R128,6-7(4) 6-3 6-3 6-2,FAUX,14,
388,Nicolas Almagro,Spain,ESP,Radek Stepanek,Czech Republic,CZE,07/11/2010,Paris Masters,M,3,H,VRAI,93,R32,7-6(3) 6-4,FAUX,14,
388,Nicolas Almagro,Spain,ESP,Thomaz Bellucci,Brazil,BRA,24/03/2010,Miami Masters,M,3,H,FAUX,58,R16,6-4 3-6 7-6(3),VRAI,14,
388,Nicolas Almagro,Spain,ESP,Steve Darcis,Belgium,BEL,24/05/2010,Roland Garros,G,5,C,FAUX,45,R64,6-3 6-0 7-5,VRAI,14,
388,Paolo Lorenzi,Italy,ITA,Andreas Beck,Germany,GER,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,4-6 6-3 6-2 6-2,FAUX,14,
388,Peter Luczak,Australia,AUS,Arnaud Clement,France,FRA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R64,6-7(4) 6-3 6-3 6-4,FAUX,14,
388,Philipp Kohlschreiber,Germany,GER,Rajeev Ram,United States,USA,08/02/2010,San Jose,B,3,H,VRAI,81,R32,6-7(7) 6-1 6-3,VRAI,14,
388,Philipp Kohlschreiber,Germany,GER,Horacio Zeballos,Argentina,ARG,15/08/2010,Cincinnati Masters,M,3,H,FAUX,79,R64,6-7(2) 6-3 6-4,VRAI,14,
388,Philipp Kohlschreiber,Germany,GER,Karol Beck,Slovakia,SVK,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,7-6(7) 6-1 6-1,VRAI,14,
388,Philipp Petzschner,Germany,GER,Evgeny Korolev,Kazakhstan,KAZ,15/02/2010,Memphis,A,3,H,VRAI,73,R16,7-6(5) 7-6(5),VRAI,14,
388,Rajeev Ram,United States,USA,Bjorn Phau,Germany,GER,01/02/2010,Johannesburg,B,3,H,FAUX,48,R16,7-6(10) 7-6(2),VRAI,14,
388,Rajeev Ram,United States,USA,Philipp Kohlschreiber,Germany,GER,08/02/2010,San Jose,B,3,H,VRAI,81,R32,6-7(7) 6-1 6-3,FAUX,14,
388,Robin Soderling,Sweden,SWE,Feliciano Lopez,Spain,ESP,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,R32,7-6(3) 6-4,VRAI,14,
388,Robin Soderling,Sweden,SWE,Taylor Dent,United States,USA,30/08/2010,US Open,G,5,H,FAUX,65,R64,6-2 6-2 6-4,VRAI,14,
388,Robin Soderling,Sweden,SWE,Albert Montanes,Spain,ESP,31/10/2010,Valencia,A,3,H,VRAI,51,R32,6-1 6-4,VRAI,14,
388,Robin Soderling,Sweden,SWE,Roger Federer,Switzerland,SUI,24/05/2010,Roland Garros,G,5,C,FAUX,45,QF,3-6 6-3 7-5 6-4,VRAI,14,
388,Robin Soderling,Sweden,SWE,David Nalbandian,Argentina,ARG,09/08/2010,Canada Masters,M,3,H,FAUX,68,R16,4-6 6-4 6-1,FAUX,14,
388,Roger Federer,Switzerland,SUI,Tomas Berdych,Czech Republic,CZE,21/06/2010,Wimbledon,G,5,G,FAUX,88,QF,6-4 3-6 6-1 6-4,FAUX,14,
388,Sam Querrey,United States,USA,Robby Ginepri,United States,USA,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,4-6 7-6(3) 6-4 6-2,FAUX,14,
388,Sam Querrey,United States,USA,Rainer Schuettler,Germany,GER,26/07/2010,Los Angeles,B,3,H,FAUX,43,QF,6-2 3-6 7-6(4),VRAI,14,
388,Santiago Giraldo,Colombia,COL,Evgeny Korolev,Kazakhstan,KAZ,07/06/2010,Queen's Club,B,3,G,FAUX,78,R64,7-6(6) 4-6 6-3,VRAI,14,
388,Stan Wawrinka,Switzerland,SUI,Andreas Beck,Germany,GER,24/05/2010,Roland Garros,G,5,C,FAUX,45,R64,6-1 6-4 6-4,VRAI,14,
388,Stephane Bohli,Switzerland,SUI,Julien Benneteau,France,FRA,15/02/2010,Marseille,B,3,H,VRAI,78,R32,7-6(5) 7-6(3),FAUX,14,
388,Teymuraz Gabashvili,Russian Federation,RUS,Ramon Delgado,Paraguay,PAR,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,2-6 6-4 6-4 6-2,VRAI,14,
388,Thiemo De Bakker,Netherlands,NED,Marc Gicquel,France,FRA,30/08/2010,US Open,G,5,H,FAUX,65,R128,6-4 7-5 6-2,VRAI,14,
388,Tommy Haas,Germany,GER,Simon Greul,Germany,GER,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,6-7(5) 6-4 6-2 6-1,VRAI,14,
388,Tommy Robredo,Spain,ESP,Peter Luczak,Australia,AUS,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,2-6 7-6(3) 6-2 7-5,FAUX,14,
388,Viktor Troicki,Serbia,SRB,Guillermo Garcia Lopez,Spain,ESP,04/10/2010,Tokyo,A,3,H,FAUX,84,QF,6-2 3-6 6-4,VRAI,14,
388,Viktor Troicki,Serbia,SRB,Jo Wilfried Tsonga,France,FRA,18/10/2010,Moscow,B,3,H,VRAI,79,R16,3-6 6-3 7-5,VRAI,14,
388,Xavier Malisse,Belgium,BEL,Sam Querrey,United States,USA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R32,6-7(4) 6-4 6-2 5-7 9-7,FAUX,14,
388,Xavier Malisse,Belgium,BEL,Nicolas Almagro,Spain,ESP,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,7-6(12) 6-4 2-6 4-6 8-6,FAUX,14,
481,Albert Montanes,Spain,ESP,Stephane Robert,France,FRA,18/01/2010,Australian Open,G,5,H,FAUX,52,R64,4-6 6-7(3) 6-2 6-3 6-2,VRAI,13,
481,Alexandr Dolgopolov,Ukraine,UKR,Mikhail Youzhny,Russian Federation,RUS,27/09/2010,Kuala Lumpur,B,3,H,VRAI,50,R16,6-1 5-7 7-5,FAUX,13,
481,Alexandr Dolgopolov,Ukraine,UKR,Bernard Tomic,Australia,AUS,03/01/2010,Brisbane,B,3,H,FAUX,67,R32,6-4 6-4,VRAI,13,
481,Alexandr Dolgopolov,Ukraine,UKR,Marco Chiudinelli,Switzerland,SUI,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-4 6-3 6-3,VRAI,13,
481,Alexandr Dolgopolov,Ukraine,UKR,Viktor Troicki,Serbia,SRB,22/08/2010,New Haven,B,3,H,FAUX,46,R16,6-7(4) 7-6(1) 6-2,FAUX,13,
481,Alexandr Dolgopolov,Ukraine,UKR,Tomas Berdych,Czech Republic,CZE,09/08/2010,Canada Masters,M,3,H,FAUX,68,R16,6-3 6-7(5) 6-4,FAUX,13,
481,Alexandr Dolgopolov,Ukraine,UKR,Philipp Petzschner,Germany,GER,09/08/2010,Canada Masters,M,3,H,FAUX,68,R64,1-6 6-2 7-6(4),VRAI,13,
481,Andy Murray,United Kingdom,GBR,Igor Kunitsyn,Russian Federation,RUS,22/02/2010,Dubai,A,3,H,FAUX,76,R32,6-2 6-3,VRAI,13,
481,Andy Murray,United Kingdom,GBR,Janko Tipsarevic,Serbia,SRB,22/02/2010,Dubai,A,3,H,FAUX,76,R16,7-6(3) 4-6 6-4,FAUX,13,
481,Andy Murray,United Kingdom,GBR,Dustin Brown,Germany,GER,30/08/2010,US Open,G,5,H,FAUX,65,R64,7-5 6-3 6-0,VRAI,13,
481,Andy Roddick,United States,USA,Rajeev Ram,United States,USA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-3 6-2 6-2,VRAI,13,
481,Andy Roddick,United States,USA,Jurgen Melzer,Austria,AUT,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,R16,7-6(5) 6-4,VRAI,13,
481,Andy Roddick,United States,USA,Blaz Kavcic,Slovenia,SLO,24/05/2010,Roland Garros,G,5,C,FAUX,45,R64,6-3 5-7 6-4 6-2,VRAI,13,
481,Andy Roddick,United States,USA,Tomas Berdych,Czech Republic,CZE,24/03/2010,Miami Masters,M,3,H,FAUX,58,F,7-5 6-4,VRAI,13,
481,Benjamin Becker,Germany,GER,Andreas Vinciguerra,Sweden,SWE,01/02/2010,Zagreb,B,3,H,VRAI,66,R32,1-6 6-1 7-6(4),VRAI,13,
481,Benoit Paire,France,FRA,Rainer Schuettler,Germany,GER,30/08/2010,US Open,G,5,H,FAUX,65,R128,6-3 6-3 4-6 3-6 7-6(2),VRAI,13,
481,Carsten Ball,Australia,AUS,Albert Montanes,Spain,ESP,30/08/2010,US Open,G,5,H,FAUX,65,R64,6-4 6-3 6-1,FAUX,13,
481,Carsten Ball,Australia,AUS,Fernando Verdasco,Spain,ESP,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,6-7(4) 7-6(1) 7-5 6-2,FAUX,13,
481,Daniel Brands,Germany,GER,Thiemo De Bakker,Netherlands,NED,27/09/2010,Bangkok,B,3,H,VRAI,75,R16,7-6(2) 1-6 7-6(7),VRAI,13,
481,David Ferrer,Spain,ESP,Jeremy Chardy,France,FRA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R32,7-5 6-3 4-6 3-6 7-5,VRAI,13,
481,David Ferrer,Spain,ESP,Nicolas Kiefer,Germany,GER,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-4 6-2 6-3,VRAI,13,
481,Denis Istomin,Uzbekistan,UZB,Teymuraz Gabashvili,Russian Federation,RUS,22/08/2010,New Haven,B,3,H,FAUX,46,QF,6-1 3-6 7-6(8),VRAI,13,
481,Dustin Brown,Germany,GER,Denis Istomin,Uzbekistan,UZB,07/06/2010,Queen's Club,B,3,G,FAUX,78,R32,7-6(7) 6-4,FAUX,13,
481,Dustin Brown,Germany,GER,Marco Chiudinelli,Switzerland,SUI,01/02/2010,Johannesburg,B,3,H,FAUX,48,R32,6-4 3-6 6-4,VRAI,13,
481,Ernests Gulbis,Latvia,LAT,Roger Federer,Switzerland,SUI,04/01/2010,Doha,B,3,H,FAUX,49,QF,6-2 4-6 6-4,FAUX,13,
481,Ernests Gulbis,Latvia,LAT,Robin Soderling,Sweden,SWE,09/08/2010,Canada Masters,M,3,H,FAUX,68,R32,4-6 6-4 6-4,FAUX,13,
481,Ernests Gulbis,Latvia,LAT,Marco Chiudinelli,Switzerland,SUI,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,R128,3-6 6-3 6-3,VRAI,13,
481,Ernests Gulbis,Latvia,LAT,Albert Montanes,Spain,ESP,04/01/2010,Doha,B,3,H,FAUX,49,R32,6-2 7-5,VRAI,13,
481,Feliciano Lopez,Spain,ESP,Pablo Cuevas,Uruguay,URU,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,6-1 6-4 7-5,VRAI,13,
481,Feliciano Lopez,Spain,ESP,Jurgen Melzer,Austria,AUT,21/06/2010,Wimbledon,G,5,G,FAUX,88,R32,4-6 6-3 6-2 6-4,FAUX,13,
481,Fernando Verdasco,Spain,ESP,Benjamin Becker,Germany,GER,08/02/2010,San Jose,B,3,H,VRAI,81,R16,7-5 6-2,VRAI,13,
481,Fernando Verdasco,Spain,ESP,Fabio Fognini,Italy,ITA,30/08/2010,US Open,G,5,H,FAUX,65,R128,1-6 7-5 6-1 4-6 6-3,VRAI,13,
481,Florent Serra,France,FRA,Guillermo Garcia Lopez,Spain,ESP,27/09/2010,Bangkok,B,3,H,VRAI,75,R16,7-5 6-7(3) 7-5,FAUX,13,
481,Frank Dancevic,Canada,CAN,Nicolas Mahut,France,FRA,05/07/2010,Newport,B,3,G,FAUX,72,R16,7-6(5) 6-3,VRAI,13,
481,Gael Monfils,France,FRA,James Blake,United States,USA,03/01/2010,Brisbane,B,3,H,FAUX,67,QF,3-6 6-3 6-4,VRAI,13,
481,Gilles Muller,Luxembourg,LUX,Michal Przysiezny,Poland,POL,07/06/2010,Queen's Club,B,3,G,FAUX,78,R64,7-6(3) 6-3,VRAI,13,
481,Gilles Simon,France,FRA,Olivier Rochus,Belgium,BEL,15/02/2010,Marseille,B,3,H,VRAI,78,R32,7-5 6-2,FAUX,13,
481,Guillermo Garcia Lopez,Spain,ESP,Marc Gicquel,France,FRA,13/06/2010,Eastbourne,B,3,G,FAUX,71,R32,6-4 6-7(4) 7-6(3),VRAI,13,
481,Igor Sijsling,Netherlands,NED,Gilles Simon,France,FRA,20/09/2010,Metz,B,3,H,VRAI,68,R16,6-1 6-7(5) 6-3,FAUX,13,
481,Illya Marchenko,Ukraine,UKR,Paul Henri Mathieu,France,FRA,24/03/2010,Miami Masters,M,3,H,FAUX,58,R128,6-3 7-6(3),VRAI,13,
481,Ivan Ljubicic,Croatia,CRO,Novak Djokovic,Serbia,SRB,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,R16,7-5 6-3,VRAI,13,
481,Ivan Navarro,Spain,ESP,Eduardo Schwank,Argentina,ARG,19/04/2010,Barcelona,A,3,C,FAUX,41,R16,6-3 7-6(7),FAUX,13,
481,Ivo Karlovic,Croatia,CRO,John Isner,United States,USA,15/02/2010,Memphis,A,3,H,VRAI,73,QF,6-1 7-6(7),FAUX,13,
481,James Blake,United States,USA,Marc Gicquel,France,FRA,03/01/2010,Brisbane,B,3,H,FAUX,67,R16,6-3 3-6 7-6(8),VRAI,13,
481,Jamie Baker,United Kingdom,GBR,Andreas Beck,Germany,GER,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,7-6(4) 6-3 6-4,FAUX,13,
481,Janko Tipsarevic,Serbia,SRB,Andy Murray,United Kingdom,GBR,22/02/2010,Dubai,A,3,H,FAUX,76,R16,7-6(3) 4-6 6-4,VRAI,13,
481,Janko Tipsarevic,Serbia,SRB,Andreas Seppi,Italy,ITA,22/02/2010,Dubai,A,3,H,FAUX,76,R32,7-6(4) 7-5,VRAI,13,
481,Jeremy Chardy,France,FRA,Edouard Roger Vasselin,France,FRA,04/10/2010,Tokyo,A,3,H,FAUX,84,R32,6-3 7-6(2),VRAI,13,
481,John Isner,United States,USA,Philipp Petzschner,Germany,GER,15/02/2010,Memphis,A,3,H,VRAI,73,SF,7-5 4-6 6-3,VRAI,13,
481,John Isner,United States,USA,Robin Haase,Netherlands,NED,01/11/2010,Basel,A,3,H,VRAI,74,R16,6-2 6-7(5) 7-5,FAUX,13,
481,John Isner,United States,USA,Sam Querrey,United States,USA,03/05/2010,Belgrade,B,3,C,FAUX,33,F,3-6 7-6(4) 6-4,FAUX,13,
481,Josselin Ouanna,France,FRA,Lukasz Kubot,Poland,POL,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,7-6(5) 6-7(4) 6-2 6-4,VRAI,13,
481,Jo Wilfried Tsonga,France,FRA,Viktor Troicki,Serbia,SRB,18/10/2010,Moscow,B,3,H,VRAI,79,R16,3-6 6-3 7-5,FAUX,13,
